PROCESSO ADMIN. Nº,PROCESSO Nº,OBSERVACOES__gt,OBSERVACOES__pred,status
2010011233,0805174-43.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [2]-0292085_Anexo.pdf; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0805174-43.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [2]-0292085_Anexo.pdf; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0805174-43.2025.8.15.0371,TP
2005042413,0801931-87.2023.8.15.0201,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [13]-0296535_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801931-87.2023.8.15.0201; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [13]-0296535_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801931-87.2023.8.15.0201; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2035.2025,0024880-24.2010.8.15.2003,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2035.2025; Processo divergente do ZIP: 0024880-24.2010.8.15.2003; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2035.2025; Processo divergente do ZIP: 0024880-24.2010.8.15.2003; VALOR ARBITRADO - CM inválido (não monetário),TP
2024.815,,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0299013_Anexo_01.pdf, [02]-0292534_Anexo_01.pdf, [07]-0321432_Anexo.pdf; Processo adm. citado nos documentos: 2024.815","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0299013_Anexo_01.pdf, [02]-0292534_Anexo_01.pdf, [07]-0321432_Anexo.pdf; Processo adm. citado nos documentos: 2024.815",TP
2024.815,,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0299027_Anexo_01.pdf, [02]-0292600_Anexo_01.pdf, [07]-0321428_Anexo.pdf; Processo adm. citado nos documentos: 2024.815","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0299027_Anexo_01.pdf, [02]-0292600_Anexo_01.pdf, [07]-0321428_Anexo.pdf; Processo adm. citado nos documentos: 2024.815",TP
2024.815,,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0299035_Anexo_01.pdf, [02]-0292609_Anexo_01.pdf, [07]-0321419_Anexo.pdf; Processo adm. citado nos documentos: 2024.815","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0299035_Anexo_01.pdf, [02]-0292609_Anexo_01.pdf, [07]-0321419_Anexo.pdf; Processo adm. citado nos documentos: 2024.815",TP
2025.815,0804349-58.2022.8.15.2003,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0804349-58.2022.8.15.2003,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0804349-58.2022.8.15.2003,TP
2025100613,0804876-33.2023.8.15.0141,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025100613; Processo divergente do ZIP: 0804876-33.2023.8.15.0141; VALOR ARBITRADO - DE inválido (não monetário); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025100613; Processo divergente do ZIP: 0804876-33.2023.8.15.0141; VALOR ARBITRADO - DE inválido (não monetário); VALOR ARBITRADO - CM inválido (não monetário),TP
2027165660,0802105-51.2025.8.15.0161,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2027165660; Processo divergente do ZIP: 0802105-51.2025.8.15.0161,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2027165660; Processo divergente do ZIP: 0802105-51.2025.8.15.0161,TP
2008.2025,0800975-39.2024.8.15.0071,Sem PROCESSO Nº; Sem VALOR ARBITRADO; PROCESSO Nº inválido (dígitos de verificação); Sem PERITO; Processo adm. citado nos documentos: 2008.2025; Processo divergente do ZIP: 0800975-39.2024.8.15.0071; VALOR ARBITRADO - CM inválido (não monetário),Sem PROCESSO Nº; Sem VALOR ARBITRADO; PROCESSO Nº inválido (dígitos de verificação); Sem PERITO; Processo adm. citado nos documentos: 2008.2025; Processo divergente do ZIP: 0800975-39.2024.8.15.0071; VALOR ARBITRADO - CM inválido (não monetário),TP
2000001168,0000194-63.2015.8.15.1171,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [08]-0295718_Anexo.pdf; Processo adm. citado nos documentos: 2000001168; Processo divergente do ZIP: 0000194-63.2015.8.15.1171; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Valor suspeito em R$: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [08]-0295718_Anexo.pdf; Processo adm. citado nos documentos: 2000001168; Processo divergente do ZIP: 0000194-63.2015.8.15.1171; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Valor suspeito em R$: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2018250235,0804254-69.2025.8.15.0371,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0303125_Anexo.pdf, [02]-0301617_Anexo.pdf; Processo adm. citado nos documentos: 2018250235; Processo divergente do ZIP: 0804254-69.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0303125_Anexo.pdf, [02]-0301617_Anexo.pdf; Processo adm. citado nos documentos: 2018250235; Processo divergente do ZIP: 0804254-69.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2025.2025,0865118-67.2024.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0848212-41.2020.8.15.2001; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0865118-67.2024.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0848212-41.2020.8.15.2001; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0865118-67.2024.8.15.2001,TP
2020.815,0845349-15.2020.8.15.2001,Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Processo adm. citado nos documentos: 2020.815; Processo divergente do ZIP: 0845349-15.2020.8.15.2001; Data suspeita em DATA DA REQUISIÇÃO: 22/11/1983; Data suspeita em Data da Autorização da Despesa: Comunicações; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Processo adm. citado nos documentos: 2020.815; Processo divergente do ZIP: 0845349-15.2020.8.15.2001; Data suspeita em DATA DA REQUISIÇÃO: 22/11/1983; Data suspeita em Data da Autorização da Despesa: Comunicações; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),TP
2005042413,0800165-58.2024.8.15.0461,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800165-58.2024.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800165-58.2024.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2005042413,0800473-94.2024.8.15.0461,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800473-94.2024.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800473-94.2024.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2005042413,0801059-68.2023.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0302443_Anexo.pdf; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801059-68.2023.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0302443_Anexo.pdf; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801059-68.2023.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2005042413,0800496-74.2023.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800496-74.2023.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800496-74.2023.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2005042413,0801674-58.2023.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801674-58.2023.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801674-58.2023.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2005042413,0801101-49.2025.8.15.0461,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [10]-0303091_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801101-49.2025.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [10]-0303091_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801101-49.2025.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2005042413,0800462-31.2025.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [10]-0303102_Anexo.pdf; CNJs adicionais mencionados: 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800462-31.2025.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [10]-0303102_Anexo.pdf; CNJs adicionais mencionados: 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800462-31.2025.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2005042413,0801404-97.2024.8.15.0461,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [10]-0303075_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801404-97.2024.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [10]-0303075_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801404-97.2024.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2005042413,0800077-25.2021.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800077-25.2021.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800077-25.2021.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2066.61454,0801128-19.2023.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0801128-19.2023.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0801128-19.2023.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2005042413,0801376-32.2024.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0303058_Anexo.pdf; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801376-32.2024.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [09]-0303058_Anexo.pdf; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801376-32.2024.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2066.61454,0801035-27.2021.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0302101_Anexo.pdf; CNJs adicionais mencionados: 0801035-37.2021.8.15.0391; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0801035-27.2021.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0302101_Anexo.pdf; CNJs adicionais mencionados: 0801035-37.2021.8.15.0391; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0801035-27.2021.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2066.61454,0801034-42.2021.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0801034-42.2021.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2066.61454; Processo divergente do ZIP: 0801034-42.2021.8.15.0391; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2000000114,0801660-26.2025.8.15.0131,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [10]-0317478_Anexo.pdf; Processo adm. citado nos documentos: 2000000114; Processo divergente do ZIP: 0801660-26.2025.8.15.0131; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [10]-0317478_Anexo.pdf; Processo adm. citado nos documentos: 2000000114; Processo divergente do ZIP: 0801660-26.2025.8.15.0131; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
019390-43.2025.8.15,0805281-87.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0805281-87.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0805281-87.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
019391-09.2025.8.15,0805181-35.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0805181-35.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0805181-35.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2008.169,0805161-44.2025.8.15.0371,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Documentos ignorados por divergência: [05]-0299327_Anexo.pdf, [02]-0298945_Anexo.pdf; Processo adm. citado nos documentos: 2008.169; Processo divergente do ZIP: 0805161-44.2025.8.15.0371","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Documentos ignorados por divergência: [05]-0299327_Anexo.pdf, [02]-0298945_Anexo.pdf; Processo adm. citado nos documentos: 2008.169; Processo divergente do ZIP: 0805161-44.2025.8.15.0371",TP
2095.2025,0805171-88.2025.8.15.0371,Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Processo adm. citado nos documentos: 2095.2025; Processo divergente do ZIP: 0805171-88.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações,Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Processo adm. citado nos documentos: 2095.2025; Processo divergente do ZIP: 0805171-88.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2090855660,0800309-81.2018.8.15.0351,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2090855660; Processo divergente do ZIP: 0800309-81.2018.8.15.0351; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X) Finais; Valor suspeito em R$: ( ) Adiantamento ( X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2090855660; Processo divergente do ZIP: 0800309-81.2018.8.15.0351; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X) Finais; Valor suspeito em R$: ( ) Adiantamento ( X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2005042413,0801155-49.2024.8.15.0461,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801155-49.2024.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801155-49.2024.8.15.0461; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2005042413,0000496-15.2020.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0000496-15.2020.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0000496-15.2020.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
019418-61.2025.8.15,0800581-54.2024.8.15.0581,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0800581-54.2024.8.15.0581; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0800581-54.2024.8.15.0581; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2005042413,0801308-53.2022.8.15.0461,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [8]-0303036_Anexo.pdf; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800488-97.2023.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801308-53.2022.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [8]-0303036_Anexo.pdf; CNJs adicionais mencionados: 0800462-31.2025.8.15.0461, 0800488-97.2023.8.15.0461, 0800496-74.2023.8.15.0461, 0801059-68.2023.8.15.0461, 0801674-58.2023.8.15.0461; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801308-53.2022.8.15.0461; Data suspeita em DATA DA REQUISIÇÃO: 22/11/2046",TP
